VENDOR,PARTNUMBER,DESCRIPTION,LOCATION,QUANTITY,CONDITION
ERICSSON,ROJ1192232/1,ET-MFG;1000MB/S 2PRT,150122PILv,22,USED
ERICSSON,ROJ1192106/65,PRINTED Board ASSEMB/GPB;1 -33GHZ 4GB/2G,150122PILv,22,USED
CISCO,VS-S720-10G,Catalyst 6500 Supervisor 720 with 2 10GbE ports  ,150122PILv,22,USED
HUAWEI,03054206,CR5D0MPUD170 Main Processing Unit D2(Including 2G Memory and 2G USB),150122PILv,21,USED
HUAWEI,03030ETD,TN11M4001 40-channel Multiplexing Board(C_ Even -196.00THz~192.10THz -100GHz -Thermal AWG -LC),150122PILv,21,USED
NOKIA,3HE01473AA,7750 SR-7/12 IOM2-20G,150122PILv,21,USED
NEC,FPA16241T-02EU,OFFICE FEMTOCELL ACCESS POINT,150122PILv,21,USED
HUAWEI,03021VCC,AR-4ES2G-S 4-Port 1000-RJ45 L2 Ethernet Interface BOARD(SIC),150122PILv,21,USED
HUAWEI,03051951,GS3DIMGEFC00 EFFC Board T8280 T8290 OSTA2.0 ,150122PILv,21,USED
ERICSSON,ROJ208135/10,PRINTED Board ASSEMB/ISER GIGE 1000BASE-,150122PILv,21,USED
CISCO,A9K-2T20GE-L,CISCO A9K-2T20GE-L 2-Port 10GE 20-Port GE Low Queue Combo Line Board Requires XFP-,150122PILv,21,USED
CISCO,WS-C3560-24TS-S,SWITCH,150122PILv,21,USED
HUAWEI,03021VHB,BBU3900 -QWL3WBBPF1 -Baseband Processing Unit ( CE:UL192/DL256) -1*1,150122PILv,20,USED
HUAWEI,03031DJR,CR5D00EAGF70 10-Port 100/1000Base-X-SFP Physical Interface Card(PIC),150122PILv,20,USED
CISCO,PWR-C49-300DC,CISCO  Catalyst 4900 300-Watt DC Power Supply,150122PILv,20,USED
CISCO,CISCO7206VXR/NPE-G2,CISCO 7206VXR Router with NPE-G2 includes 3GigE/FE,150122PILv,20,USED
HUAWEI,03022PQV,03022PQV-CE-L12CF-EG CARD,150122PILv,20,USED
HUAWEI,03053858,CN21ESUA0 -ENHANCED SERVICE BOARD -CPU*1+DIMM*48GB+SSD*1 - OSTA2.0,150122PILv,20,USED
HUAWEI,03030FHQ,SSN2PL3A OSN 3500  3xE3/T3 Front Leading-out Service Processing Board,150122PILv,20,USED
HUAWEI,03052652,WP21L1XXB0  - 1-PORT 10GBASE WAN-LAN XFP FLEXIBLE INTERFACE DAUGHTER CARD,150122PILv,20,USED
HUAWEI,03055316,WP23L2XFC0 | 2-PORT 10GBASE LAN-WAN-SFP+ FLEXIBLE CARD (P51),150122PILv,20,USED
ERICSSON,KFE1011162/2,FILTER UNIT (PFU 02.01),150122PILv,20,USED
ERICSSON,ROJ208882/1,PRINTED Board ASSEMB/GED-DVD,150122PILv,20,USED
ERICSSON,ZHY60117/1,SAU 0101,150122PILv,20,USED
CISCO,A9K-MOD80-TR,80G Modular LineBoard - Packet Transport Optimized,150122PILv,20,USED
CISCO,WS-X6704-10GE,  CISCO Catalyst 6500 04-port 10 Gigabit Ethernet fiber Module,150122PILv,19,USED
HUAWEI,03021HER, TNF1OBU C-BAND Optical Booster Unit (MAX -3dBm IN and 20dBm OUT -Gain 23dB),150122PILv,19,USED
NOKIA,3HE04823AA,7950 XRS SFP+ 10GE LR - LC,150122PILv,19,USED
HUAWEI,03030JUL,CR52-P21-40x100/1000Base-X-SFP 40-Port 100/1000Base-SFP Flexible Card(Occupy two sub-slots) NE40E-X3,150122PILv,19,USED
HUAWEI,03036752,CR52L2XXN0 NETENGINE40E  - 2-PORT10GBASE LAN-WAN-XFP FLEXIBLE CARD P40,150122PILv,19,USED
HUAWEI,03030DFD,SSN2PD3 6xE3/DS3 Service Processing Board OSN 3500,150122PILv,19,USED
HUAWEI,03052748,WP1D000POU01 IP Interface Unit (4 STM-1 - Channelized),150122PILv,19,USED
ERICSSON,ROJ208890/1,GEA,150122PILv,19,USED
ERICSSON,ROJ208326/1,PGW Board,150122PILv,19,USED
ERICSSON,ROJ208325/1,STEB,150122PILv,19,USED
CISCO,RSP720-3C-GE,CISCO 7600 Router,150122PILv,19,USED
CISCO,N7K-F248XP-25E,CISCO Nexus F2 Module - 48 Port Fiber 1 ve 10 Gigab,150122PILv,19,USED
HUAWEI,03020JVJ,BBU3900 - QWL2WBBPB4 - WCDMA BaseBand Processing Unit,150122PILv,18,USED
DELTA,52100AKB,Rectifier 220V 48V with Battery Back-Up for SMALCELL,150122PILv,18,USED
HUAWEI,03052995,WD53UBRI Universal BaseBand Radio Interface Board,150122PILv,18,USED
HUAWEI,02310CEW,WD5M18MRFU07  BTS3900A MRFUd 900MHz EGSM,150122PILv,18,USED
NEC,NWA-014800-001,NEC RL CTRL,150122PILv,18,USED
HUAWEI,03020NDE,H801PRTE Connect Power Board,150122PILv,18,USED
HUAWEI,03030CEP,SSN3GSCC01 OptiX OSN 3500 System Control and Communication Board,150122PILv,18,USED
HUAWEI,03030DJX,SST1SXCSA Super Cross-Connect and Synchronous Timing Board,150122PILv,18,USED
ERICSSON,KRY1011841/1,Ericsson Multicasting Matrix 806-960MHz,150122PILv,18,USED
ERICSSON,ROJ204507/1,RP4-H.,150122PILv,18,USED
CISCO,A9K-2KW-DC-V03,CISCO ASR 9000  2KW DC POWER Module,150122PILv,18,USED
CISCO,12000-SIP-501,CISCO Multirate 5G IP Services Engines (Modular),150122PILv,18,USED
HUAWEI,02315118,GM5M6DDPU  - DUAL DUPLEXER UNIT FOR DTRU BTS,150122PILv,17,USED
HUAWEI,03054400,CR5D0EMGFA70 48-Port 100/1000Base-X-SFP Integrated Line Processing Unit (LPUI-51),150122PILv,17,USED
HUAWEI,03030QFK,TN52ND2T04	Double 10G Line Service Processing Board(AFEC -Super WDM -Tunable) -50GHz(800ps/nm -Rx1_PIN -Tx1_-3dBm~+2dBm -LC) OSN 8800,150122PILv,17,USED
HUAWEI,03030KLP,TN52XCH01 1.28T CENTRALIZED CROSS CONNECT BOARD-ODUK -VC4,150122PILv,17,USED
HUAWEI,03030MPH,CR51MPUG0  Main Processing Unit G (Including 1*1G CF BOARD) NE40,150122PILv,17,USED
HUAWEI,03020NWR,LE0MMCUA Quidway S9303 Main Control Unit A,150122PILv,17,USED
HUAWEI,03059560,SL93EM6X01 2*GE(RJ45)+3*10GE(SFP+)+1*GE(SFP+) Ethernet process board,150122PILv,17,USED
HUAWEI,03030FHR,SSN2PL3 OSN 1500b 3xE3/T3 Service Processing Board,150122PILv,17,USED
HUAWEI,03026772,SSR1PIU SDH HUAWEI SS PIU 1500B,150122PILv,17,USED
ERICSSON,ROA1284188/1,R2S ALSWN For Ericsson BSC Equipment,150122PILv,17,USED
CISCO,WS-SUP32-GE-3B,WS-SUP32-GE-3B,150122PILv,17,USED
HUAWEI,02120476,TN8B0E1FAN00 Chassis Fan,150122PILv,16,USED
NOKIA,3FE27289AA,Board for NOKIA 7302 ISAM,150122PILv,16,USED
NOKIA,3AL89590AA,1678 MCC DC/DC CONVERTER STEP UP2000W,150122PILv,16,USED
ERICSSON,BMK90582/1,PSU DC 2115W,150122PILv,16,USED
ELTEK,241119.105,ELTEK FLATPACK2 48/3000 HE 52020BIU Rectifier UNIT,150122PILv,16,USED
JUNIPER,740-032210,CFP-100GBASE-LR4 740-032210 100Gb Single Mode 10km Transceiver Module,150122PILv,16,USED
HUAWEI,03024QLU,SL91CSHUF| TDM/HYBRID/PACKET LARGE CAPACITY SYSTEM CONTROL AND CROSS-CONNECT BOARD,150122PILv,16,USED
HUAWEI,03023GHT,SL91EM6D RTN 950 2*10GE/GE+4*GE Ethernet Service Processing Board with Super Dual Band Feature,150122PILv,16,USED
HUAWEI,03054839,AE11EX650 ATAE EX650 GE/10GE/FC SWITCING BOARD,150122PILv,16,USED
HUAWEI,02120560,CR5M000PEM60 NE40E-X8 48V DC Power Entry Module,150122PILv,16,USED
HUAWEI,03020NMK,SSN1EGSH 16-port Gigabit Ethernet Switching Processing Board,150122PILv,16,USED
ERICSSON,ROJ20406/1,DLHB.,150122PILv,16,USED
ERICSSON,ROJ1192161/2,ET-MC41155Mb/s 1prt,150122PILv,16,USED
ERICSSON,ROJ208815/2,PRINTED Board ASSEMB/GEP2-12G SAS,150122PILv,16,USED
ERICSSON,ROJ208368/10,PRINTED Board ASSEMB/XB5-LE PIU,150122PILv,16,USED
ERICSSON,ROJ20408/1,RPG2,150122PILv,16,USED
CISCO,N7K-DC-6.0KW,CISCO Nexus 7000 6.0kW DC Power Supply,150122PILv,16,USED
ERICSSON,ROA1285664/1,Board,150122PILv,15,USED
HUAWEI,03030PVG,CR5D00C4CF70 4-Port Channelized STM-1c POS-SFP Flexible Card(P50) NE40E-X8,150122PILv,15,USED
HUAWEI,03054520,CR5D0L5XFA7L 5-Port 10GBase LAN/WAN-SFP+ Integrated Line Processing Unit L(LPUI-51-L),150122PILv,15,USED
HUAWEI,03021FSF,TN52UXCH - OSN 8800 3.2T Universal Cross Connect Board-ODUk -PKT -VC4,150122PILv,15,USED
CISCO,PWR-C45-4200ACV,CISCO FAN 4510 Series Chassis purpose,150122PILv,15,USED
HUAWEI,02317237,BTS3900/A -WD5MMRFU68B -Multi-Mode Transceiver Unit -900M RX890-915MHz/TX935-960MHz,150122PILv,15,USED
NOKIA,3HE00032AA,7750 SR MDA-8 Port OC3/STM1 POS,150122PILv,15,USED
NEC,NWA-014550-001,NEC RL TR DIST,150122PILv,15,USED
HUAWEI,02351596,CR52-BKPE-4U-DC Integrated DC Chassis Components(NE40E-X3)-4U	,150122PILv,15,USED
HUAWEI,02352933,AR0M012VBA00  - AR1220V.2GE WAN.8FE LAN.2 USB.2 SIC.build-in 32-channel DSP,150122PILv,15,USED
ERICSSON,ROA1284192/1,R2G/R2Z/R2AB,150122PILv,15,USED
ERICSSON,ROJ1192291/1,ET-MF4,150122PILv,15,USED
ERICSSON,ROJ208880/2,GED-SASF 300GB,150122PILv,15,USED
ERICSSON,BOE60214/1,RBS 2206 Functional Unit - DXU-21,150122PILv,15,USED
ERICSSON,ROJ208304/1,XDB,150122PILv,15,USED
CISCO,N7K-SUP2,CISCO NEXUS 7000 2 ENGINE Module,150122PILv,15,USED
HUAWEI,02311CHK,WD2M000FAN08 2U FAN Module,150122PILv,14,USED
HUAWEI,02350TKM,ATN 910C-B 4*10GE(o) - 8*10GE/GE/FE(o) - 8*GE/FE(o) - 8*GE/FE(e),150122PILv,14,USED
HUAWEI,03030MVS,TN13OAU101 C-BAND Optical Amplifier Unit(MAX 0dBm IN and 20dBm OUT -Gain 20~31dB),150122PILv,14,USED
HUAWEI,03020YSG,TNH2SP3DA 42xE1/120ohm(T1/100ohm) Electrical Interface Board,150122PILv,14,USED
HUAWEI,03030RJQ,CR5D08CWDM70 8-Channel CWDM Multiplexing & Demultiplexing (1471/1491/1511/1531/1551/1571/1591/1611nm) Physical Interface Card(PIC),150122PILv,14,USED
HUAWEI,03071174,TNF1MR202 Double channel optical add/drop multiplexing board HUAWEI MR2 OSN 1800 ,150122PILv,14,USED
HUAWEI,03030RFQ,CR5D00PSUD71 DC Power Supply Unit 1600W,150122PILv,14,USED
HUAWEI,02311MJH,RRU3936 WD5MJRUD88EB 02311MJH for DBS3900 D,150122PILv,14,USED
HUAWEI,03053804,CN21SWUB1 - SWITCH UNIT - WITH XTMA Module OSTA2.0 ,150122PILv,14,USED
HUAWEI,03030GSK,"CR52-P20-1x10GBase WAN/LAN-XFP
1-Port 10GBase WAN/LAN-XFP Flexible BOARD",150122PILv,14,USED
HUAWEI,02310MPN,NE40E-X2-M8 DC Fan Unit.,150122PILv,14,USED
HUAWEI,03054296,PARC WP11EGPUA EVOLVED GENERAL PROCESSING UnIT ReV: a ,150122PILv,14,USED
HUAWEI,03030JSA,SSN3SL16ASTM-16 Optical Interface Board,150122PILv,14,USED
HUAWEI,03050984,SSQ2CXL1 OPTIX OSN 2500 STM 1 SYSTEM CONTROL CROSS CONNECT OPTICAL INTERFACE,150122PILv,14,USED
HUAWEI,03020TSG,TN8D000XCS02 Cross-connect and Synchronous Timing Unit,150122PILv,14,USED
ERICSSON,BFD599030/3,6P TN B,150122PILv,14,USED
ERICSSON,ROJ208314/2,CGB-2 CLM890,150122PILv,14,USED
CISCO,A9K-4T-L,CISCO ASR 4-PORT 10GE LOW QUEUE LINE Board,150122PILv,14,USED
CISCO,WS-C4948,CISCO Catalyst 4948 - optnl sw - 48-Port 10/100/1000,150122PILv,14,USED
CISCO,WS-X4991V04,CISCO CATALYST FAN TRAY,150122PILv,14,USED
HUAWEI,03054676,AE34AKI Interface Cell 1,150122PILv,13,USED
HUAWEI,03031LMU,TN13FIU03 Fiber Interface Board,150122PILv,13,USED
NOKIA,3HE01171AA,7750 SR-7 SF/SPM-2 200G,150122PILv,13,USED
HUAWEI,03020KHM,4-PORT GIGABIT ETHERNET SWITCH,150122PILv,13,USED
HUAWEI,02315989,Data communication processing module GRFU 900MHz PGSM,150122PILv,13,USED
HUAWEI,03051838,GS31SMMD0  - CHASSIS MANAGEMENT MODULE ATAE,150122PILv,13,USED
HUAWEI,02113330,OPTIX OSN 550,150122PILv,13,USED
ERICSSON,UKL601112/73HP,RAU2 N 23/73 HP - C-QPSK - 128QAM,150122PILv,13,USED
ERICSSON,UKL40163/76,RAU2 X 23/76 HP,150122PILv,13,USED
ERICSSON,UKL40170/A23HP,RAU2 X 7/A23 HP,150122PILv,13,USED
CISCO,A9K-4T-B,CISCO 9000 4-PORT 10GE LINE Board - REQUIRES XFPS,150122PILv,13,USED
CISCO,WS-X4548-GB-RJ45,Cisco Catalyst 4500 Enhanced 48-Port,150122PILv,13,USED
CISCO,WS-X6748-SFP,CISCO Catalyst 6500 48-port GigE Mod: fabric-enabl,150122PILv,13,USED
CISCO,MEM-4300-8G,Memory - Module - 8 GB,150122PILv,13,USED
Symmetricom,990-13180-070,GPS Antenna 32-3372-00-01 ,150122PILv,12,USED
HUAWEI,03020PSR,BBU3900 - QWL2WBBPB2 - WCDMA BaseBand Processing Unit,150122PILv,12,USED
HUAWEI,03056764, CN2E01FMB  - ATCA 8290 FRAME Fan Unit  - ATCA 8290 ,150122PILv,12,USED
ERICSSON,ROJ208813/2,Board,150122PILv,12,USED
NOKIA,3AL78818AA,1660 SM 2x140/STM-1 Optic/electric adapter,150122PILv,12,USED
DELTA,TPS1020025A,DELTA ORION Control Board,150122PILv,12,USED
CISCO,WS-CDC-2500W,CISCO Catalyst 6000 2500W DC Power Supply,150122PILv,12,USED
HUAWEI,02120731,DC Power Distribution Unit (DCDU),150122PILv,12,USED
CISCO,A9K-1.5KW-DC,DC Power Module,150122PILv,12,USED
NOKIA,3HE03661AA,7750 SR-7  DC PEM-3 (Slot position 1),150122PILv,12,USED
HUAWEI,03052608,CN21UPBA3 CGA - -UNIVERSAL PROCESS BLADE -2CPU+6*4G DDR2+1*64G SSD,150122PILv,12,USED
HUAWEI,03052290,OSTA2.0 -CN21UPBA2 -UNIVERSAL PROCESS BLADE -2CPU+6*4GDDR2+2*146G HDDPART OF ADP MACHINE - OSTA 2.0 ,150122PILv,12,USED
HUAWEI,03020SWY,SL9D0SP3SA01 16*E1/120ohm Tributary Board,150122PILv,12,USED
HUAWEI,03030DKF,SSN1SXCSA Optix Osn3500 Super Cross-connect and Synchronous Timing Board(Without Extension Host),150122PILv,12,USED
HUAWEI,03021MCG,TNDD00CXPC00 System Control.Cross-connect and Multi-protocol Process Unit,150122PILv,12,USED
HUAWEI,03030LGL,WP21EMPU0 Main Processing Unit,150122PILv,12,USED
ERICSSON,UKL40175/52,RAU2 X 26/52,150122PILv,12,USED
CISCO,HWIC-2SHDSL,73-10248-01,150122PILv,12,USED
CISCO,WS-X6148-GE-TX,CISCO 6500 48-port 10/100/1000 GE Mod. RJ-45,150122PILv,12,USED
CISCO,A99-RP2-SE,CISCO ASR 9000 Board,150122PILv,12,USED
CISCO,WS-F6700-CFC,CISCO CENTRALIZED FORWARD Board FOR WS-X67xx BoardS,150122PILv,12,USED
CISCO,WS-SVC-FWM-1,CISCO Firewall blade for 6500 And 7600,150122PILv,12,USED
KATHREIN,86010147,Kathrein Remote Control Unit - RCU AISG 1.1,150122PILv,11,USED
NOKIA,8DG25684AA,SSY - FAN UNIT TRAY (TSS-100),150122PILv,11,USED
HUAWEI,03030KSR,CR5D0SRUA470 Switch and Route Processing Unit A4 SRUA NetEngine NE40E-X8,150122PILv,11,USED
HUAWEI,03020QGU,TNF1OPU Optical Pre-Amplifier Unit (-19dBm/1dBm -20dB Gain -C-BAND)  -Wind Cooling Mode,150122PILv,11,USED
HUAWEI,03030LNB,TN52SCC01 System Control and Communication Board,150122PILv,11,USED
HUAWEI,03030LWM,TN54NS3T01 40G Line Service Processing Board(AFEC -DQPSK -Tunable) -50GHz(Rx1_PIN -Tx1_-5dBm~0dBm -LC)),150122PILv,11,USED
CISCO,PWR-4000-DC,CISCO Catalyst 6500 4000W DC PowerSupply,150122PILv,11,USED
NEC,NWA-014570-002,NEC RL CLK Board,150122PILv,11,USED
HUAWEI,03030KTM,SSQ5CXLN - STM -1-4-16 System Control - Cross -Connect - Optical Interface Board OSN 3500,150122PILv,11,USED
HUAWEI,03030LKF,TNCM0FAN0102 RTN 910 FAN Unit,150122PILv,11,USED
HUAWEI,03030EYX,WP21POMUO MOUNTING PLATE ,150122PILv,11,USED
ERICSSON,KRC161149/1,RBS 2216 DRU  -Transceiver-EGSM,150122PILv,11,USED
ERICSSON,ROJ1192103/5,SPB SP5PROC 800MHZ 1,150122PILv,11,USED
CISCO,800-26571-02,CISCO 800-26571-02 - 1 port G.shdsl WIC with 4-wire ,150122PILv,11,USED
HUAWEI,02319940,BBU3900 - WD2B1BBU4 - Distributed Base Station Base Band Unit (-48 V),150122PILv,10,USED
HUAWEI,03054397,CR5D0L4XFA70 4-Port 10GBase LAN/WAN-SFP+ Integrated Line Processing Unit (LPUI-51),150122PILv,10,USED
HUAWEI,03030HAR,TN11TBE01 10G Ethernet Tributary Board,150122PILv,10,USED
HUAWEI,03020UGF,TNHD0SP3DA01 32*E1/120ohm Electrical Interface Board.,150122PILv,10,USED
HUAWEI,03030JUH,TN12SC201 Bi-direction Optical Supervision Channel Board,150122PILv,10,USED
NOKIA,3AL78864AA,1660 SM 3x34/45 Mbit/s port (w/o access Module),150122PILv,10,USED
DELTA,73-15494-05,Board,150122PILv,10,USED
NOKIA,3HE03663AA,NOKIA-Lucent 3HE03663AA,150122PILv,10,USED
HUAWEI,02113354,CASE-II (2U - FAN) FIBER STORAGE (TNFBDCCASE02),150122PILv,10,USED
HUAWEI,03053875,CN21SWIB1 Switch Unit Interface ,150122PILv,10,USED
HUAWEI,03052372,ETIA0,150122PILv,10,USED
HUAWEI,03020PRW,LE0MG24SC 24-Port 100/1000BASE-X Interface Board(EC -SFP),150122PILv,10,USED
HUAWEI,03037557,OPTIX OSN 1500  - SSR1EOW01  - ENGINEERING ORDER WIRE BOARD,150122PILv,10,USED
HUAWEI,03037692,OptiX OSN 3500  - SSN1SL6401  - STM-64 Optical Interface Board ,150122PILv,10,USED
HUAWEI,03052087,QWM2UTRP3 W-ATM 03052087 QWMD0UTRP300 card for HUAWEI BBU3900 BBU3910,150122PILv,10,USED
HUAWEI,03024QLX,SLF2CSHOF RTN 950A 16*E1(TDM)+4*GE(RJ45)+2*10GE(SFP+)+2*GE/STM-1(SFP) Hybrid System Control and Cross-connect Board,150122PILv,10,USED
ERICSSON,ROJ1192163/1,ET-MC121.5Mb/s 8,150122PILv,10,USED
ERICSSON,ROJ208844/3,GEP3-HD600,150122PILv,10,USED
ERICSSON,ROJ2081304/10,MMU2 C,150122PILv,10,USED
ERICSSON,ROJ208452/1,PMD.,150122PILv,10,USED
ERICSSON,BMG98013/1,RBS 2206 BFU-21,150122PILv,10,USED
ERICSSON,KDU137557/5,O/E conv.,150122PILv,10,USED
CISCO,A9K-RSP-4G,ASR9K Fabric - Controller 4G memory,150122PILv,10,USED
CISCO,A9K-2T20GE-B,ASR9K 2-PORT ASR9000 Series,150122PILv,10,USED
CISCO,WS-X45-SUP8-E,CISCO 4510 Series Board,150122PILv,10,USED
CISCO,WS-X4582+E,CISCO 4510 Series FAN,150122PILv,10,USED
CISCO,AIR-AP1120B-E-K9,CISCO 802.11b Wireless Access Point,150122PILv,10,USED
CISCO,A9K-RSP440-TR,CISCO ASR9K Route Switch Processor with 440G/slot ,150122PILv,10,USED
CISCO,WS-F6700-DFC3CXL,CISCO Catalyst 6500 Dist Fwd Board- 3CXL - for WS-X6,150122PILv,10,USED
COMMSCOPE,VHLP2-80-HW2,Microwave Antenna.A80S06HAC.80G.600mm.HP.Single Polarization.Compact Mount.50.5dBi.0.5deg.25dB.With bracket,150122PILv,9,USED
HUAWEI,02120458,WD2E1FAN,150122PILv,9,USED
HUAWEI,02120495,TN5M0E1FAN01 OSN8800 FAN ,150122PILv,9,USED
ERICSSON,BFB14013/2,FAN UNIT,150122PILv,9,USED
CISCO,WS-C6509-E-FAN,Catalyst 6509-E Chassis Fan Tray,150122PILv,9,USED
HUAWEI,03030GMU,GBTS Packet Process Unit,150122PILv,9,USED
HUAWEI,03030PMN,CR5D0EFGFA71 24-Port 100/1000Base-X-SFP Flexible Card A(P101-A) NE40E-X8,150122PILv,9,USED
HUAWEI,03055053,CR5D0EMGFA7J 48-Port 100/1000Base-X-SFP Integrated Line Processing Unit E(LPUI-51-E),150122PILv,9,USED
HUAWEI,03030LTQ,TN13WSD9C03 9-Port Wavelength Selective Switching Demultiplexing Board(C_Band -196.05THz~192.10THz -50GHz -LC),150122PILv,9,USED
HUAWEI,03030HKY,TN13WSM9C01 - 9-Port Wavelength Selective Switching Multiplexing Board(C_Band -196.05THz~192.10THz -50GHz -LC),150122PILv,9,USED
HUAWEI,03030GDY,TN11ITL01 Interleaver Board(C Band),150122PILv,9,USED
TEKTRONIX,870005103,NETSCOUT LP2000-2 Board for TEKTRONIX Chassis,150122PILv,9,USED
RADISYS,MPCBL0001N04,C13354-021,150122PILv,9,USED
NEC,NWA-014810-001,NEC RL Board,150122PILv,9,USED
NEC,NWA-014560-001,NEC RL FAN UNIT Board,150122PILv,9,USED
NEC,H2960B,NEC STM-1 OPT S.1.1 (INCL. STM-1 LICENCE FEE),150122PILv,9,USED
HUAWEI,03053785,WP1D000SAU03 ACCOUNT SERVICE CARD WITH LINUX SERVER,150122PILv,9,USED
HUAWEI,02300496,OptiX OSN 1500 - SSR1AFB - Subrack,150122PILv,9,USED
HUAWEI,02300653,OSN 1500B SSRK000AFB01 - Subrack,150122PILv,9,USED
HUAWEI,03030EPY,OSN1500 2500 3500 7500 1-port STM-16 2.5G optical interface board SSN3SL1603 equipped with 1 V-16.2Je 140km SFP module,150122PILv,9,USED
HUAWEI,03020SCF,SL91EM6F Gigabit Ethernet Board EM6F,150122PILv,9,USED
ERICSSON,KRY1011856/1,RBS 2206 Unit - CXU 900/1800/1900 MHz,150122PILv,9,USED
CISCO,PA-MC-8TE1,8 port multichannel T1/E1 8PRI port adapter,150122PILv,9,USED
CISCO,ES+4TG3CXL,Cisco 7600 Series Ethernet Services Plus 20G Line Card - 4-port 10 GE XFP and DFC-3CXL,150122PILv,9,USED
CISCO,73-7549-03,CISCO PA-MC-8TE1+ 73-7549-03 C1 PTC 232/02/020 8-PORT ADAPTOR,150122PILv,9,USED
CISCO,N7K-C7018-FAB-1,NEXUS 7000 - 18 SLOT Chassis - 46GBPS/SLOT FABRIC,150122PILv,9,USED
ANDREW,ATM200-A20,RET,150122PILv,9,USED
HUAWEI,03057389,BBU3900 - WD22UMPTB3 - UNIVERSAL MAIN PROCESSING & TRANSMISSION UNIT WITH 4E1 AND 2FE / GE INTERFACE) INSTALLATION PROCESSOR,150122PILv,8,USED
HUAWEI,02120562,CR5M000FBX60 Fan Unit ,150122PILv,8,USED
ERICSSON,BFB14013/1,FAN UNIT,150122PILv,8,USED
HUAWEI,52414904,Microwave ODU -RTN XMC -26G --3E -Low site -H -24829MHz -25165MHz -25837MHz -26173MHz -1008MHz -Sub Band B -24829MHz -25165MHz,150122PILv,8,USED
TEKTRONIX,SW-1000,Board,150122PILv,8,USED
HUAWEI,03057756,03057756-CN26UPBA0 UPBA0b CARD,150122PILv,8,USED
HUAWEI,03030PLX,CR5D00A8CF70 NE40E 8-Port OC-3c/STM-1c ATM-SFP Flexible Card,150122PILv,8,USED
HUAWEI,034070276,TN520ACE108C Pluggable Optical Amplifier - Extended C-band - Gain 8~14dB - Max 21.5dBm Out - Support WD. (34070276-002),150122PILv,8,USED
NOKIA,3AL89670AA,1660 SM Rel.5 ELECTRICAL ACCESS 16XSTM1,150122PILv,8,USED
HUAWEI,03030LWL,TN11RMU902 9-Port ROADM Multiplexing Board (with Dark -C_Band),150122PILv,8,USED
HUAWEI,03020YNE,TNH2EFS8 8-Port 100M Fast Ethernet Processing Board,150122PILv,8,USED
CISCO,PWR-3KW-AC,ASR 9000 Power Module,150122PILv,8,USED
ADVANCED ENERGY,D79488-006,-48V B TCA POWER,150122PILv,8,USED
Symmetricom,090-50201-112,GPS 2700 Module TimeProvider 2700,150122PILv,8,USED
Quantum,AFM400,TESAS-QUINTUM.Quintum 4 FXS/4FXO ANALOG PORTS,150122PILv,8,USED
NOKIA,8DG15611AA,MATRIXE ,150122PILv,8,USED
NOKIA,3HE00037AA,7750 SR MDA-8 Port OC3/12-STM1/4 POS,150122PILv,8,USED
NEC,H2960A,NEC Board TN,150122PILv,8,USED
NEC,NW-014830-001,NEC RL SWO PROC Board,150122PILv,8,USED
HUAWEI,03024DXF,03024DXF-48-PORT-10GE INTERFACE BOARD(FG -SFP+),150122PILv,8,USED
HUAWEI,03054283,ANDD000EX100 1 Channel 10 GE Optical Interface board,150122PILv,8,USED
HUAWEI,03053868,CN21QXIA0 UNIVERSAL REAR BOARD-(4*10GE+4*GE),150122PILv,8,USED
HUAWEI,03030MPL,CR51NPUI20  Network Processing Unit Integrated with 2-Port 10G,150122PILv,8,USED
HUAWEI,02120632,CR52FCBE Fan Unit  -PGP,150122PILv,8,USED
HUAWEI,02310FJV,CR52PFUC - Filtering Module ,150122PILv,8,USED
HUAWEI,02120482,E000FBX01 Integrated Chassis 3-fan Fan Unit,150122PILv,8,USED
HUAWEI,03020NTU,LE0MFSUA Enhanced Flexible Service Unit,150122PILv,8,USED
HUAWEI,03055852,PB01SM310  - SHELF MANAGEMENT BOARD-SM310,150122PILv,8,USED
HUAWEI,03029593,SSN2DCU(60km/60km -LC -3dB) Dual Channel Dispersion Compensation Board(60km/60km.LC.3dB),150122PILv,8,USED
HUAWEI,03039006,SSR1EFT401 OSN 1500 Electrical Interface Board,150122PILv,8,USED
HUAWEI,03028245,SST1E0W E0W Board ( ex 02824510 ),150122PILv,8,USED
HUAWEI,03054330,WP1D000TNU01 TDM Switching Network Unit,150122PILv,8,USED
ERICSSON,ROJ208314/1,CL890 CGB,150122PILv,8,USED
ERICSSON,ROJ208754/1,CSPB 2.0 (TRA R7),150122PILv,8,USED
ERICSSON,ROJ208830/3,GEP3-E1T1,150122PILv,8,USED
ERICSSON,ROJ212238/2,IPU,150122PILv,8,USED
ERICSSON,ROJ208451/2,PM-E1/T1,150122PILv,8,USED
ERICSSON,ROJ20416/7,RPP,150122PILv,8,USED
CISCO,WS-C6506-E-FAN,Catalyst 6506-E Chassis Fan Tray,150122PILv,8,USED
CISCO,WS-X6148-GE-45AF,CISCO C6509-E,150122PILv,8,USED
CISCO,ME-3400-24TS-D,CISCO ME 3400 Switch - 24 10/100 + 2 SFP - DC PS,150122PILv,8,USED
CISCO,N7K-M108X2-12L,Nexus 7000 - 8-Port 10GbE with XL Option (requires X2),150122PILv,8,USED
CISCO,PEM-20A-AC+,Description is not found,150122PILv,8,USED
